date,close,Bid,Ask,asset
06-Feb-2015,1.13155,1.1313,1.1318,EUR
30-Jan-2015,1.12885,1.1286,1.1291,EUR
23-Jan-2015,1.1208,1.1207,1.1209,EUR
16-Jan-2015,1.15695,1.1567,1.1572,EUR
09-Jan-2015,1.18415,1.1839,1.1844,EUR
02-Jan-2015,1.20025,1.2000,1.2005,EUR
26-Dec-2014,1.21765,1.2175,1.2178,EUR
19-Dec-2014,1.22285,1.2226,1.2231,EUR
12-Dec-2014,1.2462,1.2460,1.2464,EUR
05-Dec-2014,1.22855,1.2285,1.2286,EUR
28-Nov-2014,1.2452,1.2450,1.2454,EUR
21-Nov-2014,1.23905,1.2388,1.2393,EUR
14-Nov-2014,1.25235,1.2521,1.2526,EUR
07-Nov-2014,1.24545,1.2452,1.2457,EUR
31-Oct-2014,1.25245,1.2524,1.2525,EUR
24-Oct-2014,1.26705,1.2670,1.2671,EUR
17-Oct-2014,1.27625,1.2761,1.2764,EUR
10-Oct-2014,1.2628,1.2627,1.2629,EUR
03-Oct-2014,1.2517,1.2516,1.2518,EUR
26-Sept-2014,1.26845,1.2683,1.2686,EUR
19-Sept-2014,1.2829,1.2828,1.2830,EUR
12-Sept-2014,1.2965,1.2964,1.2966,EUR
05-Sept-2014,1.29505,1.2950,1.2951,EUR
29-Aug-2014,1.31325,1.3132,1.3133,EUR
22-Aug-2014,1.32435,1.3242,1.3245,EUR
15-Aug-2014,1.3399,1.3398,1.3400,EUR
08-Aug-2014,1.3411,1.3410,1.3412,EUR
01-Aug-2014,1.34305,1.3429,1.3432,EUR
25-Jul-2014,1.34315,1.3429,1.3434,EUR
18-Jul-2014,1.35245,1.3524,1.3525,EUR
11-Jul-2014,1.3609,1.3608,1.3610,EUR
04-Jul-2014,1.35955,1.3593,1.3598,EUR
27-Jun-2014,1.3649,1.3647,1.3651,EUR
20-Jun-2014,1.35995,1.3599,1.3600,EUR
13-Jun-2014,1.35425,1.3542,1.3543,EUR
06-Jun-2014,1.36425,1.3641,1.3644,EUR
30-May-2014,1.3631,1.3630,1.3632,EUR
23-May-2014,1.3634,1.3633,1.3635,EUR
16-May-2014,1.36945,1.3692,1.3697,EUR
09-May-2014,1.37595,1.3757,1.3762,EUR
02-May-2014,1.38705,1.3870,1.3871,EUR
25-Apr-2014,1.3833,1.3831,1.3835,EUR
18-Apr-2014,1.3815,1.3813,1.3817,EUR
11-Apr-2014,1.3885,1.3883,1.3887,EUR
04-Apr-2014,1.3703,1.3702,1.3704,EUR
